country,year,iso_code,population,gdp,primary_energy_consumption,electricity_generation,electricity_demand,renewables_share_energy,renewables_share_elec,fossil_share_energy,fossil_share_elec,low_carbon_share_energy,low_carbon_share_elec,solar_electricity,wind_electricity,hydro_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,biofuel_electricity,other_renewable_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,nuclear_share_elec,coal_share_elec,gas_share_elec,energy_per_capita,renewables_energy_per_capita,fossil_energy_per_capita,renewables_cons_change_twh
Africa (Ember),2005,,,,,560.75,560.75,,16.754,,81.232,,18.768,0.02,0.78,89.49,11.29,251.4,151.33,52.78,2.66,3.66,0.004,0.139,15.959,2.013,44.833,26.987,,,,
Africa (Ember),2006,,,,,586.8,586.8,,16.697,,81.593,,18.407,0.03,0.85,92.62,10.03,258.49,164.28,56.02,3.47,4.48,0.005,0.145,15.784,1.709,44.051,27.996,,,,
Africa (Ember),2007,,,,,610.23,610.23,,16.469,,81.676,,18.324,0.03,1.01,95.55,11.32,265.04,174.67,58.7,2.89,3.91,0.005,0.166,15.658,1.855,43.433,28.624,,,,
Africa (Ember),2008,,,,,621.69,621.69,,16.487,,81.422,,18.578,0.04,1.31,96.94,13.0,259.87,184.14,62.18,3.02,4.21,0.006,0.211,15.593,2.091,41.801,29.619,,,,
Africa (Ember),2009,,,,,624.58,624.58,,17.067,,80.882,,19.118,0.07,1.6,100.65,12.81,250.16,188.21,66.8,2.92,4.28,0.011,0.256,16.115,2.051,40.053,30.134,,,,
Africa (Ember),2010,,,,,672.5,672.5,,17.288,,80.7,,19.3,0.21,2.28,109.27,13.53,259.66,218.9,64.15,3.03,4.5,0.031,0.339,16.248,2.012,38.611,32.55,,,,
Africa (Ember),2011,,,,,688.77,688.77,,17.318,,80.809,,19.191,0.51,2.41,112.1,12.9,262.77,236.84,56.98,2.75,4.26,0.074,0.35,16.275,1.873,38.151,34.386,,,,
Africa (Ember),2012,,,,,725.54,725.54,,16.872,,81.341,,18.659,0.89,2.59,114.57,12.97,257.77,263.81,68.58,2.77,4.36,0.123,0.357,15.791,1.788,35.528,36.361,,,,
Africa (Ember),2013,,,,,741.0,741.0,,17.198,,80.897,,19.103,0.56,3.83,118.22,14.11,253.6,267.72,78.13,2.92,4.83,0.076,0.517,15.954,1.904,34.224,36.13,,,,
Africa (Ember),2014,,,,,768.15,768.15,,17.882,,80.323,,19.677,1.86,5.17,124.3,13.79,255.18,277.42,84.4,2.82,6.03,0.242,0.673,16.182,1.795,33.22,36.115,,,,
Africa (Ember),2015,,,,,790.12,790.12,,17.985,,80.466,,19.534,3.25,8.98,122.39,12.24,254.69,289.11,91.98,3.0,7.48,0.411,1.137,15.49,1.549,32.234,36.591,,,,
Africa (Ember),2016,,,,,805.89,805.89,,17.96,,80.175,,19.825,4.72,11.21,120.82,15.03,256.68,309.09,80.35,3.3,7.99,0.586,1.391,14.992,1.865,31.851,38.354,,,,
Africa (Ember),2017,,,,,825.71,825.71,,18.746,,79.535,,20.465,6.78,13.44,126.4,14.19,257.12,324.7,74.91,3.41,8.17,0.821,1.628,15.308,1.719,31.139,39.324,,,,
Africa (Ember),2018,,,,,855.84,855.84,,19.635,,79.012,,20.988,8.45,14.88,136.66,11.58,265.06,345.95,65.21,2.92,8.05,0.987,1.739,15.968,1.353,30.971,40.422,,,,
Africa (Ember),2019,,,,,876.05,876.05,,20.573,,77.915,,22.085,11.55,19.52,140.92,13.25,264.18,361.87,56.52,3.0,8.24,1.318,2.228,16.086,1.512,30.156,41.307,,,,
Africa (Ember),2020,,,,,861.18,861.18,,22.302,,76.548,,23.452,16.55,19.13,148.36,9.9,251.77,358.24,49.21,2.96,8.02,1.922,2.221,17.228,1.15,29.235,41.599,,,,
Africa (Ember),2021,,,,,905.85,905.85,,22.818,,75.818,,24.182,19.87,23.2,155.55,12.35,248.74,387.33,50.73,3.04,8.08,2.194,2.561,17.172,1.363,27.459,42.759,,,,
Africa (Ember),2022,,,,,923.26,923.26,,23.942,,74.964,,25.036,24.41,24.7,163.33,10.1,241.11,393.98,57.02,3.06,8.61,2.644,2.675,17.691,1.094,26.115,42.673,,,,
Africa (Ember),2023,,,,,930.98,930.98,,24.508,,74.622,,25.378,29.89,27.77,160.49,8.1,231.63,398.2,64.89,3.95,10.01,3.211,2.983,17.239,0.87,24.88,42.772,,,,
Africa (Ember),2024,,,,,965.35,965.35,,24.846,,74.346,,25.654,35.96,28.33,165.61,7.8,245.61,408.56,63.53,3.92,9.95,3.725,2.935,17.155,0.808,25.443,42.322,,,,
Africa (Ember),2025,,,,,998.12,998.12,,26.21,,72.767,,27.233,39.83,32.3,179.08,10.21,237.57,419.44,69.29,3.92,10.4,3.991,3.236,17.942,1.023,23.802,42.023,,,,
Africa (Shift),2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa (Shift),2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,2000,ALB,3166147.0,14736835655.0,19.683,4.73,5.73,,96.195,,3.805,,96.195,0.0,0.0,4.55,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,96.195,0.0,0.0,0.0,6216.746,,,
Albania,2001,ALB,3147943.0,16103903904.0,20.096,3.69,5.44,,95.393,,4.607,,95.393,0.0,0.0,3.52,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,95.393,0.0,0.0,0.0,6383.707,,,
Albania,2002,ALB,3134095.0,17037279441.0,22.608,3.71,5.82,,93.801,,6.199,,93.801,0.0,0.0,3.48,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,93.801,0.0,0.0,0.0,7213.592,,,
Albania,2003,ALB,3118093.0,18171076149.0,23.203,5.23,6.15,,97.897,,2.103,,97.897,0.0,0.0,5.12,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,97.897,0.0,0.0,0.0,7441.479,,,
Albania,2004,ALB,3098662.0,19346601376.0,25.014,5.55,6.03,,97.477,,2.523,,97.477,0.0,0.0,5.41,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,97.477,0.0,0.0,0.0,8072.544,,,
Albania,2005,ALB,3076156.0,20562850324.0,24.746,5.39,5.76,,98.701,,1.299,,98.701,0.0,0.0,5.32,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,98.701,0.0,0.0,0.0,8044.378,,,
Albania,2006,ALB,3050805.0,21889974405.0,23.526,5.04,5.65,,98.214,,1.786,,98.214,0.0,0.0,4.95,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,98.214,0.0,0.0,0.0,7711.403,,,
Albania,2007,ALB,3022887.0,23259283502.0,23.142,2.83,5.66,,97.527,,2.473,,97.527,0.0,0.0,2.76,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,97.527,0.0,0.0,0.0,7655.497,,,
Albania,2008,ALB,2992933.0,25006230217.0,23.894,3.76,6.19,,100.0,,0.0,,100.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7983.493,,,
Albania,2009,ALB,2961487.0,25821550979.0,24.097,5.2,6.6,,100.0,,0.0,,100.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8136.838,,,
Albania,2010,ALB,2928731.0,26747818608.0,22.207,7.57,6.62,,100.0,,0.0,,100.0,0.0,0.0,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7582.633,,,
Albania,2011,ALB,2911499.0,27431048326.0,23.968,4.19,7.45,,98.568,,1.432,,98.568,0.0,0.0,4.13,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,98.568,0.0,0.0,0.0,8232.201,,,
Albania,2012,ALB,2910003.0,27819814441.0,22.488,4.72,7.26,,100.0,,0.0,,100.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7727.736,,,
Albania,2013,ALB,2907571.0,28098562696.0,26.358,6.96,9.28,,100.0,,0.0,,100.0,0.0,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9065.398,,,
Albania,2014,ALB,2903748.0,28597169040.0,25.747,4.72,7.79,,100.0,,0.0,,100.0,0.0,0.0,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8866.902,,,
Albania,2015,ALB,2898634.0,29231663899.0,24.038,5.89,7.29,,100.0,,0.0,,100.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,8292.746,,,
Albania,2016,ALB,2897868.0,30200694449.0,26.761,7.78,7.74,,100.0,,0.0,,100.0,0.0,0.0,7.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9234.724,,,
Albania,2017,ALB,2898245.0,31348975722.0,29.29,4.53,7.44,,100.0,,0.0,,100.0,0.0,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,10106.212,,,
Albania,2018,ALB,2894229.0,32609000823.0,27.993,8.55,7.64,,100.0,,0.0,,100.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,9672.062,,,
Albania,2019,ALB,2885011.0,33289747424.0,24.898,5.2,7.61,,100.0,,0.0,,100.0,0.02,0.0,5.18,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,99.615,0.0,0.0,0.0,8630.006,,,
Albania,2020,ALB,2871950.0,32130726850.0,21.117,5.31,7.59,,100.0,,0.0,,100.0,0.03,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.565,0.0,99.435,0.0,0.0,0.0,7352.821,,,
Albania,2021,ALB,2849641.0,34866976278.0,25.49,8.94,8.39,,100.0,,0.0,,100.0,0.04,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0,99.553,0.0,0.0,0.0,8944.888,,,
Albania,2022,ALB,2827614.0,36171005594.0,25.865,6.97,7.89,,100.0,,0.0,,100.0,0.16,0.0,6.81,0.0,0.0,0.0,0.0,0.0,0.0,2.296,0.0,97.704,0.0,0.0,0.0,9147.205,,,
Albania,2023,ALB,2811660.0,,22.583,9.01,8.09,,100.0,,0.0,,100.0,0.3,0.0,8.71,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,96.67,0.0,0.0,0.0,8032.07,,,
Albania,2024,ALB,2791756.0,,,8.34,8.67,,100.0,,0.0,,100.0,0.34,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.077,0.0,95.923,0.0,0.0,0.0,,,,
Algeria,2000,DZA,30903894.0,208554150552.0,299.946,25.4,25.33,0.05,0.197,99.95,99.803,0.05,0.197,0.0,0.0,0.05,0.0,0.0,24.58,0.77,0.0,0.0,0.0,0.0,0.197,0.0,0.0,96.772,9705.756,4.854,9700.589,-0.414
Algeria,2001,DZA,31331226.0,223420294027.0,310.813,26.62,26.57,0.061,0.263,99.939,99.737,0.061,0.263,0.0,0.0,0.07,0.0,0.0,25.78,0.77,0.0,0.0,0.0,0.0,0.263,0.0,0.0,96.844,9920.229,6.084,9913.76,0.041
Algeria,2002,DZA,31750832.0,245360923720.0,321.951,27.65,27.63,0.049,0.217,99.951,99.783,0.049,0.217,0.0,0.0,0.06,0.0,0.0,26.99,0.6,0.0,0.0,0.0,0.0,0.217,0.0,0.0,97.613,10139.907,4.918,10134.669,-0.034
Algeria,2003,DZA,32175813.0,273568638765.0,336.922,29.57,29.58,0.214,0.879,99.786,99.121,0.214,0.879,0.0,0.0,0.26,0.0,0.0,28.62,0.69,0.0,0.0,0.0,0.0,0.879,0.0,0.0,96.787,10471.285,22.441,10447.399,0.566
Algeria,2004,DZA,32628286.0,296773569597.0,349.778,31.25,31.26,0.194,0.8,99.806,99.2,0.194,0.8,0.0,0.0,0.25,0.0,0.0,30.31,0.69,0.0,0.0,0.0,0.0,0.8,0.0,0.0,96.992,10720.079,20.847,10697.911,-0.042
Algeria,2005,DZA,33109258.0,326854481030.0,366.272,33.91,33.99,0.408,1.622,99.592,98.378,0.408,1.622,0.0,0.0,0.55,0.0,0.0,32.64,0.72,0.0,0.0,0.0,0.0,1.622,0.0,0.0,96.255,11062.512,45.085,11014.486,0.813
Algeria,2006,DZA,33623505.0,345705309468.0,379.22,35.23,35.31,0.153,0.624,99.847,99.376,0.153,0.624,0.0,0.0,0.22,0.0,0.0,34.26,0.75,0.0,0.0,0.0,0.0,0.624,0.0,0.0,97.247,11278.422,17.304,11260.006,-0.911
Algeria,2007,DZA,34189420.0,371665260161.0,399.64,37.19,37.2,0.15,0.592,99.85,99.408,0.15,0.592,0.0,0.0,0.22,0.0,0.0,36.18,0.79,0.0,0.0,0.0,0.0,0.592,0.0,0.0,97.284,11688.989,17.58,11670.299,0.019
Algeria,2008,DZA,34816963.0,395658515586.0,423.557,40.23,40.18,0.176,0.696,99.824,99.304,0.176,0.696,0.0,0.0,0.28,0.0,0.0,39.16,0.79,0.0,0.0,0.0,0.0,0.696,0.0,0.0,97.34,12165.246,21.446,12142.406,0.146
Algeria,2009,DZA,35490442.0,418247711085.0,448.859,38.5,38.47,0.2,0.779,99.8,99.221,0.2,0.779,0.0,0.0,0.3,0.0,0.0,37.59,0.61,0.0,0.0,0.0,0.0,0.779,0.0,0.0,97.636,12647.33,25.292,12620.418,0.151
Algeria,2010,DZA,36188237.0,450705801593.0,438.995,45.73,45.66,0.108,0.372,99.892,99.628,0.108,0.372,0.0,0.0,0.17,0.0,0.0,44.6,0.96,0.0,0.0,0.0,0.0,0.372,0.0,0.0,97.529,12130.873,13.104,12116.906,-0.423
Algeria,2011,DZA,36903374.0,482028679734.0,464.488,51.22,51.08,0.221,0.976,99.779,99.024,0.221,0.976,0.0,0.0,0.5,0.0,0.0,49.65,1.07,0.0,0.0,0.0,0.0,0.976,0.0,0.0,96.935,12586.607,27.808,12556.995,0.552
Algeria,2012,DZA,37646165.0,498417638719.0,507.672,57.4,57.35,0.211,1.08,99.789,98.92,0.211,1.08,0.0,0.0,0.62,0.0,0.0,55.72,1.06,0.0,0.0,0.0,0.0,1.08,0.0,0.0,97.073,13485.354,28.461,13455.075,0.045
Algeria,2013,DZA,38414176.0,512373332647.0,536.977,59.89,59.8,0.061,0.551,99.939,99.449,0.061,0.551,0.0,0.0,0.33,0.0,0.0,58.66,0.9,0.0,0.0,0.0,0.0,0.551,0.0,0.0,97.946,13978.61,8.495,13969.558,-0.745
Algeria,2014,DZA,39205035.0,531843509827.0,585.613,64.27,64.08,0.11,0.389,99.89,99.611,0.11,0.389,0.0,0.0,0.25,0.0,0.0,63.35,0.67,0.0,0.0,0.0,0.0,0.389,0.0,0.0,98.569,14937.195,16.485,14919.644,0.32
Algeria,2015,DZA,40019528.0,551521739825.0,617.518,68.84,68.81,0.091,0.32,99.909,99.68,0.091,0.32,0.06,0.02,0.14,0.0,0.0,67.67,0.95,0.0,0.0,0.087,0.029,0.203,0.0,0.0,98.3,15430.422,14.044,15415.481,-0.084
Algeria,2016,DZA,40850719.0,569170418715.0,616.996,71.04,70.79,0.137,0.479,99.863,99.521,0.137,0.479,0.09,0.03,0.22,0.0,0.0,69.69,1.01,0.0,0.0,0.127,0.042,0.31,0.0,0.0,98.1,15103.672,20.669,15081.649,0.282
Algeria,2017,DZA,41689302.0,577138830559.0,623.795,76.07,75.73,0.232,0.841,99.768,99.159,0.232,0.841,0.57,0.01,0.06,0.0,0.0,75.06,0.37,0.0,0.0,0.749,0.013,0.079,0.0,0.0,98.672,14962.943,34.721,14925.982,0.603
Algeria,2018,DZA,42505033.0,584064441740.0,669.62,76.75,76.66,0.271,1.068,99.729,98.932,0.271,1.068,0.69,0.01,0.12,0.0,0.0,75.5,0.43,0.0,0.0,0.899,0.013,0.156,0.0,0.0,98.371,15753.894,42.722,15708.456,0.368
Algeria,2019,DZA,43294551.0,589905104177.0,694.349,81.61,81.47,0.277,1.066,99.723,98.934,0.277,1.066,0.71,0.01,0.15,0.0,0.0,80.36,0.38,0.0,0.0,0.87,0.012,0.184,0.0,0.0,98.468,16037.789,44.423,15990.481,0.107
Algeria,2020,DZA,44042094.0,559819958223.0,648.899,79.37,79.31,0.283,1.109,99.717,98.891,0.283,1.109,0.82,0.01,0.05,0.0,0.0,78.13,0.36,0.0,0.0,1.033,0.013,0.063,0.0,0.0,98.438,14733.604,41.616,14689.341,-0.09
Algeria,2021,DZA,44761099.0,578853830170.0,707.627,85.6,84.45,0.238,0.946,99.762,99.054,0.238,0.946,0.79,0.01,0.01,0.0,0.0,84.42,0.37,0.0,0.0,0.923,0.012,0.012,0.0,0.0,98.621,15808.98,37.627,15769.007,-0.149
Algeria,2022,DZA,45477391.0,595820067103.0,734.248,91.47,88.9,0.228,0.94,99.772,99.06,0.228,0.94,0.83,0.01,0.02,0.0,0.0,90.22,0.39,0.0,0.0,0.907,0.011,0.022,0.0,0.0,98.633,16145.337,36.792,16106.297,-0.011
Algeria,2023,DZA,46164222.0,,784.532,95.88,93.44,0.227,0.949,99.773,99.051,0.227,0.949,0.87,0.02,0.02,0.0,0.0,94.64,0.33,0.0,0.0,0.907,0.021,0.021,0.0,0.0,98.707,16994.377,38.516,16953.357,0.105
Algeria,2024,DZA,46814302.0,,760.133,96.36,93.84,0.242,1.069,99.758,98.931,0.242,1.069,0.99,0.02,0.02,0.0,0.0,95.0,0.33,0.0,0.0,1.027,0.021,0.021,0.0,0.0,98.589,16237.188,39.236,16195.551,0.059
American Samoa,2000,ASM,56877.0,,2.297,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40382.371,,,
American Samoa,2001,ASM,57072.0,,2.297,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40244.395,,,
American Samoa,2002,ASM,57081.0,,2.335,0.18,0.18,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40906.582,,,
American Samoa,2003,ASM,56988.0,,2.335,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40973.34,,,
American Samoa,2004,ASM,56841.0,,2.335,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41079.301,,,
American Samoa,2005,ASM,56638.0,,2.48,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43793.945,,,
American Samoa,2006,ASM,56391.0,,2.522,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44731.418,,,
American Samoa,2007,ASM,56134.0,,2.522,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44936.215,,,
American Samoa,2008,ASM,55848.0,,2.529,0.19,0.19,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45290.078,,,
American Samoa,2009,ASM,55542.0,,2.522,0.18,0.18,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45415.172,,,
American Samoa,2010,ASM,55246.0,,2.522,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45658.5,,,
American Samoa,2011,ASM,54917.0,,1.439,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26210.846,,,
American Samoa,2012,ASM,54506.0,,1.444,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26497.357,,,
American Samoa,2013,ASM,54026.0,,1.441,0.15,0.15,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26680.139,,,
American Samoa,2014,ASM,53489.0,,1.441,0.15,0.15,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26947.992,,,
American Samoa,2015,ASM,52896.0,,1.441,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27250.088,,,
American Samoa,2016,ASM,52260.0,,1.446,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27676.328,,,
American Samoa,2017,ASM,51605.0,,1.444,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27989.945,,,
American Samoa,2018,ASM,50927.0,,1.444,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28362.582,,,
American Samoa,2019,ASM,50230.0,,1.444,0.16,0.16,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28756.145,,,
American Samoa,2020,ASM,49779.0,,1.376,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27645.541,,,
American Samoa,2021,ASM,49249.0,,1.588,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32251.004,,,
American Samoa,2022,ASM,48365.0,,1.588,0.18,0.18,,5.556,,94.444,,5.556,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,32839.422,,,
American Samoa,2023,ASM,47544.0,,1.579,0.17,0.17,,0.0,,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33220.289,,,
American Samoa,2024,ASM,46792.0,,,0.18,0.18,,5.556,,94.444,,5.556,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,,,,
Angola,2000,AGO,16194873.0,23512184116.0,30.66,1.44,1.44,,63.194,,36.806,,63.194,0.0,0.0,0.91,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,63.194,0.0,0.0,0.0,1893.218,,,
Angola,2001,AGO,16747204.0,26015021059.0,33.201,1.64,1.64,,62.195,,37.805,,62.195,0.0,0.0,1.02,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,62.195,0.0,0.0,0.0,1982.507,,,
Angola,2002,AGO,17327701.0,31389808151.0,35.314,1.76,1.76,,64.773,,35.227,,64.773,0.0,0.0,1.14,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,64.773,0.0,0.0,0.0,2038.03,,,
Angola,2003,AGO,17943718.0,35081368421.0,39.26,1.99,1.99,,62.312,,37.688,,62.312,0.0,0.0,1.24,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,62.312,0.0,0.0,0.0,2187.965,,,
Angola,2004,AGO,18600426.0,41307235678.0,42.744,2.24,2.24,,78.125,,21.875,,78.125,0.0,0.0,1.75,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,78.125,0.0,0.0,0.0,2298.005,,,
Angola,2005,AGO,19291160.0,51967661783.0,35.014,2.63,2.63,,84.411,,15.589,,84.411,0.0,0.0,2.22,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,84.411,0.0,0.0,0.0,1815.006,,,
Angola,2006,AGO,20015281.0,66749579296.0,44.339,2.98,2.98,,85.235,,14.765,,85.235,0.0,0.0,2.54,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,85.235,0.0,0.0,0.0,2215.237,,,
Angola,2007,AGO,20778570.0,87086353818.0,52.182,3.24,3.24,,76.852,,23.148,,76.852,0.0,0.0,2.49,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,76.852,0.0,0.0,0.0,2511.339,,,
Angola,2008,AGO,21578656.0,105593132748.0,60.823,4.05,4.05,,77.778,,22.222,,77.778,0.0,0.0,3.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,77.778,0.0,0.0,0.0,2818.649,,,
Angola,2009,AGO,22414775.0,115247846475.0,70.332,4.91,4.91,,66.599,,33.401,,66.599,0.0,0.0,3.27,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,66.599,0.0,0.0,0.0,3137.766,,,
Angola,2010,AGO,23294822.0,126984175354.0,76.381,5.46,5.46,,67.949,,32.051,,67.949,0.01,0.0,3.7,0.0,0.0,0.0,1.75,0.0,0.0,0.183,0.0,67.766,0.0,0.0,0.0,3278.897,,,
Angola,2011,AGO,24218358.0,140477268750.0,79.89,5.66,5.66,,71.025,,28.975,,71.025,0.01,0.0,4.01,0.0,0.0,0.0,1.64,0.0,0.0,0.177,0.0,70.848,0.0,0.0,0.0,3298.733,,,
Angola,2012,AGO,25177398.0,152476849129.0,86.099,7.72,7.72,,70.984,,29.016,,70.984,0.01,0.0,5.47,0.0,0.0,0.0,2.24,0.0,0.0,0.13,0.0,70.855,0.0,0.0,0.0,3419.703,,,
